Year,Name,Revenue,Rank
1964,Cyclops,139,354
1964,Amerada Hess,137.9,355
1964,Superior Oil,137.1,356
1964,Pennwalt Corp,136.2,357
1964,Sharon Steel,135.9,358
1964,U.S. Pipe & Foundry,135.5,359
1964,Square D,134.2,360
1964,Pacolet,133.3,361
1964,Ward Foods,133.3,362
1964,Certainteed,133.2,363
1964,Falstaff Brewing,132.1,364
1964,Colorado Milling & Elevator,131.9,365
1964,Packaging of America,131.5,366
1964,Kern County Land,130.7,367
1964,Stewart-Warner,128.9,368
1964,Keebler,128.8,369
1964,Beaunit,128.8,370
1964,Potlatch,127.9,371
1964,Cowles Communications,127.4,372
1964,Purex,126.9,373
1964,Lone Star,126.8,374
1964,Stanley Works,126.8,375
1964,Cutler-Hammer,126.7,376
1964,National Can,126.6,377
1964,Trans Union,126.4,378
1964,Ideal Basic,126.4,379
1964,American Chain & Cable,126,380
1964,KVP Sutherland Paper,125.5,381
1964,Baldwin-Lima-Hamilton,124.8,382
1964,Hanna Mining,124.6,383
1964,Armstrong Rubber,124.5,384
1964,Fibreboard,124.5,385
1964,McCall,124.4,386
1964,Keystone Consolidated,124,387
1964,Polaroid,123.5,388
1964,Southern States Cooperative,122.9,389
1964,Witco,122.8,390
1964,Bliss (E.W.),121.9,391
1964,Maremont,121.4,392
1964,Inland Container,121.3,393
1964,Hammermill Paper,121.1,394
1964,Trane,120.4,395
1964,Botany,119.7,396
1964,Glen Alden,118.8,397
1964,Endicott Johnson,118.4,398
1964,Olivetti Underwood,117.9,399
1964,Ruberoid,117.4,400
1964,Safety-Kleen,117.3,401
1964,Maytag,117.2,402
1964,Hupp,117.2,403
1964,Rheem Manufacturing,117,404
1964,Chesebrough-Pond's,116.9,405
1964,Fairchild Camera & Instrument,116.4,406
1964,Riegel Paper,116.4,407
1964,Eagle-Picher,116.2,408
1964,Vulcan Materials,116,409
1964,Hewlett-Packard,115.9,410
1964,Consolidated Cigar,115.6,411
1964,Fieldcrest Cannon,115.5,412
1964,Di Giorgio,115.3,413
1964,Grolier,115.1,414
1964,International Pipe & Ceramics,113.7,415
1964,Wyandotte Chemicals,112.6,416
1964,Calumet & Hecia,112.2,417
1964,Wrigley,111.5,418
1964,Todd Shipyards,111.5,419
1964,Kellwood,111.3,420
1964,Reichhold Chemicals,110.7,421
1964,Houdaille,110.7,422
1964,Collins & Aikman,110.3,423
1964,I-T-E Imperial,110.2,424
1964,Great Western Sugar,109.6,425
1964,Howmet,109.6,426
1964,Champion Spark Plug,109.3,427
1964,Royal McBee,109.2,428
1964,American Optical,109.2,429
1964,Miles Laboratories,107.8,430
1964,Mohasco,107.8,431
1964,Alco Products,107.6,432
1964,Western Publishing Group,107,433
1964,Hartmarx,106.9,434
1964,Air Products & Chemicals,106.7,435
1964,Ekco Products,106.2,436
1964,Woodward Iron,105.8,437
1964,Standard Pressed Steel,105.5,438
1964,Cabot,105.4,439
1964,MacMillan,105.2,440
1964,General Steel,104.5,441
1964,Canada Dry,104.3,442
1964,Commonwealth Oil Refining,104.3,443
1964,Rohr,104.2,444
1964,Wagner Electric,103.9,445
1964,Clevite,103.1,446
1964,Seaboard,102.9,447
1964,Handy & Harman,102.4,448
1964,Farmers Union Central,101.8,449
1964,Arvin,101.6,450
1964,Copperweld,101.4,451
1964,New York Times,101.3,452
1964,Flavorland,101,453
1964,Eastern States Farmers' Exch.,99,454
1964,P.R. Mallory,98.1,455
1964,Briggs & Stratton,98,456
1964,Jonathan Logan,97.5,457
1964,Universal Match,97.1,458
1964,Joy Technologies,96.9,459
1964,Lily-Tulip Cup,96.8,460
1964,Harbison-Walker Refractories,96.8,461
1964,Lukens Steel,96.8,462
1964,Pepperell Manufacturing,96.5,463
1964,Cessna Aircraft,96.4,464
1964,U.S.,96,465
1964,Chicago Pneumatic Tool,95.3,466
1964,Raybestos-Manhattan,95.2,467
1964,Federal Pacific Electric,95,468
1964,American Biltrite Rubber,94.8,469
1964,Gardner-Denver,94.8,470
1964,Federal Paper Board,94.3,471
1964,Ampex,93.3,472
1964,Island Creek Coal,93.2,473
1964,Hobart,92.8,474
1964,Miehle-Goss-Dexter,92.7,475
1964,Schering-Plough,92.6,476
1964,Gould,92.5,477
1964,Mead Johnson,92.3,478
1964,Ceco,91.7,479
1964,Bucyrus-Erie,91.5,480
1964,Detroit Steel,91.2,481
1964,Duncan Foods,91.2,482
1964,Savannah Sugar Refining,91,483
1964,Rexnord,90.8,484
1964,U.S. Shoe,90.4,485
1964,Pitney Bowes,90.4,486
1964,Bond Stores,90.3,487
1964,Atlas Chemical,90.2,488
1964,Insilco,89.6,489
1964,Northwestern Steel & Wire,89,490
1964,Harsco,88.8,491
1964,Harris,88.5,492
1964,Bibb Manufacturing,88,493
1964,Bigelow-Sanford,87.6,494
1964,Cooper,87.1,495
1964,Masonite,86.8,496
1964,Robertson-Ceco,86.2,497
1964,Commercial Solvents,86.2,498
1964,Consolidated Papers,86.2,499
1964,Permanente Cement,86,500
1963,General Motors,14640.2,1
1963,Exxon Mobil,9536.9,2
1963,Ford Motor,8089.6,3
1963,General Electric,4792.7,4
1963,Mobil,3933.3,5
1963,U.S. Steel,3468.8,6
1963,Texaco,3272.1,7
1963,Gulf Oil,2836.3,8
1963,AT&T,2761.6,9
1963,Esmark,2494.6,10
1963,DuPont,2436.4,11
1963,Chrysler,2377.6,12
1963,Chevron,2150.9,13
1963,Amoco,2147.8,14
1963,Bethlehem Steel,2072.1,15
1963,Shell Oil,1960.7,16
1963,CBS,1954.5,17
1963,IBM,1925.2,18
1963,General Dynamics,1898.5,19
1963,Armour,1859.4,20
1963,Navistar International,1837.5,21
1963,Kraft,1820.5,22
1963,Boeing,1768.5,23
1963,Lockheed Martin,1753.1,24
1963,RCA,1742.7,25
1963,Rockwell Automation,1633.7,26
1963,Union Carbide,1630.7,27
1963,Procter & Gamble,1619.4,28
1963,Goodyear Tire & Rubber,1592.5,29
1963,General Telephone & Electronics,1327.9,30
1963,Firestone Tire & Rubber,1277.7,31
1963,Conoco,1244.6,32
1963,Martin Marietta,1195.3,33
1963,General Foods,1189.5,34
1963,Sinclair Oil,1184.6,35
1963,Continental Group,1182.9,36
1963,Sperry,1182.6,37
1963,American Can,1180.5,38
1963,United Technologies,1160.5,39
1963,International Paper,1095.7,40
1963,ITT,1090.2,41
1963,Citgo Petroleum,1083.4,42
1963,Monsanto,1063.2,43
1963,American Motors,1056.4,44
1963,Eastman Kodak,1056.1,45
1963,Republic Steel,1049.6,46
1963,Borden Chemical,1047.9,47
1963,Burlington Equity,1010,48
1963,Uniroyal,1006.8,49
1963,GenCorp,959.8,50
1963,Alcoa,938.7,51
1963,Dow Chemical,926.2,52
1963,ARMCO,918.6,53
1963,Nabisco Group,900,54
1963,ConocoPhillips,880.1,55
1963,Honeywell International,869.1,56
1963,Caterpillar,827,57
1963,Goodrich,812,58
1963,Bestfoods,803.3,59
1963,Bendix,794.2,60
1963,Sunoco,794,61
1963,Jones & Laughlin Steel,790.8,62
1963,Ryerson Tull,760.1,63
1963,Douglas Aircraft,749.9,64
1963,National Intergroup,744.6,65
1963,Olin,729.7,66
1963,Wilson,711.5,67
1963,Anaconda,691.3,68
1963,3M,687.1,69
1963,Ralston Purina,682,70
1963,Colgate-Palmolive,673.8,71
1963,BorgWarner,658.9,72
1963,PPG,656.7,73
1963,Tidewater Oil,655.7,74
1963,Fortune Brands,655.2,75
1963,American Cyanamid,649.2,76
1963,AMAX,642.1,77
1963,Singer,631.1,78
1963,Owens-Illinois,627.8,79
1963,Honeywell,595.9,80
1963,Campbell Soup,591.5,81
1963,Youngstown Sheet & Tube,590.9,82
1963,Crown Zellerbach,590.4,83
1963,J.P. Stevens,585.9,84
1963,Raytheon,580.7,85
1963,Atlantic Richfield,580.7,86
1963,St. Regis,579,87
1963,Sealed Air,574.2,88
1963,Morrell (John),571.2,89
1963,NL,570.7,90
1963,Pure Oil,568.1,91
1963,Coca-Cola,567.7,92
1963,NCR,564,93
1963,Textron,549.5,94
1963,General Mills,546.4,95
1963,Weyerhaeuser,543.2,96
1963,Deere,541.5,97
1963,Beatrice,539.2,98
1963,Reynolds Metals,537.3,99
1963,Nabisco,526.5,100
1963,Standard Brands,519.3,101
1963,Allis-Chalmers,516.1,102
1963,Kimberly-Clark,515.2,103
1963,Kennecott,507.4,104
1963,FMC,506.5,105
1963,Wyeth,502.9,106
1963,United Merchants & Mfrs.,502.4,107
1963,American Standard,500.1,108
1963,Asarco,488.5,109
1963,Quantum Chemical,473.3,110
1963,Sunray DX Oil,471.9,111
1963,Unocal,468,112
1963,Whirlpool,465.3,113
1963,TRW,460.3,114
1963,Hygrade Food Products,455.5,115
1963,Hercules,454.8,116
1963,Continental Baking,454.3,117
1963,White Motor,446.6,118
1963,Kaisertech,444.2,119
1963,Carnation,437.2,120
1963,Mead,435.1,121
1963,BP America,431.8,122
1963,Foremost Dairies,430.7,123
1963,Unisys,422.9,124
1963,Marathon,416.7,125
1963,AMF,415.4,126
1963,Avco,414.3,127
1963,Lever Brothers,413.2,128
1963,Genesco,399,129
1963,Pullman,398.1,130
1963,Pillsbury,398,131
1963,Litton,393.8,132
1963,Manville,392.3,133
1963,McDonnell Douglas,390.7,134
1963,Amstar,388.4,135
1963,Hormel Foods,384.7,136
1963,Pfizer,383.6,137
1963,Del Monte Foods,379.8,138
1963,H.J. Heinz,375.8,139
1963,Norton Simon,372.3,140
1963,Studebaker,365.5,141
1963,Quaker Oats,364.7,142
1963,Altria Group,361,143
1963,Champion Papers,357.7,144
1963,Brunswick,357.2,145
1963,Grumman,357.1,146
1963,Scott Paper,354.4,147
1963,Johnson & Johnson,350.4,148
1963,McGraw-Edison,349.2,149
1963,IPL,349,150
1963,Northrop Grumman,347.5,151
1963,Motorola,346.9,152
1963,Container of America,343,153
1963,Crane,333.8,154
1963,Babcock & Wilcox,330.6,155
1963,Anheuser-Busch,327.2,156
1963,Pet,326,157
1963,LTV,325.4,158
1963,Georgia-Pacific,325,159
1963,Central Soya,324,160
1963,Brown Shoe,323.6,161
1963,Armstrong Holdings,322.7,162
1963,Ashland,318.1,163
1963,Phelps Dodge,317.9,164
1963,Celanese,317.1,165
1963,Signal Companies,316,166
1963,Cudahy,313,167
1963,Kaiser,313,168
1963,Otis Elevator,311.2,169
1963,Warner-Lambert,305.4,170
1963,Furniture Brands International,303.2,171
1963,Champion International,301.9,172
1963,Koppers,301.1,173
1963,Lorillard,298.6,174
1963,J.E. Seagram,296.9,175
1963,Republic Aviation,295.8,176
1963,Richfield Oil,294.9,177
1963,Rockwell-Standard,293.8,178
1963,Merritt-Chapman & Scott,292.2,179
1963,Zenith Electronics,289.8,180
1963,Kellogg,289.2,181
1963,USG,288,182
1963,Liggett Group,287.7,183
1963,Sherwin-Williams,287.4,184
1963,BOC,287.4,185
1963,Eaton,286.6,186
1963,Libby McNeill & Libby,286.2,187
1963,Dart,280.9,188
1963,Timken,277.2,189
1963,Westvaco,276.6,190
1963,Gillette,276.2,191
1963,Rath Packing,273.1,192
1963,Flintkote,272.4,193
1963,Carrier,270.7,194
1963,M. Lowenstein,270.6,195
1963,Oscar Mayer,270,196
1963,Consolidation Coal,269.4,197
1963,Newport News Shipbuilding,267.2,198
1963,Mack Trucks,264.7,199
1963,GATX,264.6,200
1963,Corning,262.2,201
1963,Fruehauf,261.7,202
1963,Rohm & Haas,261,203
1963,Allegheny International,258.3,204
1963,Thiokol,255.8,205
1963,Combustion Engineering,255.3,206
1963,Diamond International,253.9,207
1963,Owens Corning,253.3,208
1963,H.K. Porter,252.2,209
1963,A.O. Smith,247.9,210
1963,Archer Daniels Midland,245.9,211
1963,Dresser,245.6,212
1963,Dana,243.1,213
1963,Skelly Oil,242.8,214
1963,Texas Instruments,240.7,215
1963,Merck,240.5,216
1963,Eltra,240.1,217
1963,American Viscose,239.8,218
1963,Crucible Steel,239.6,219
1963,Sterling Drug,239.3,220
1963,Glidden,237.9,221
1963,Walter,237.8,222
1963,Revere Copper & Brass,237.1,223
1963,Stauffer Chemical,236.6,224
1963,Union Camp,232.6,225
1963,Kaiser Steel,232.3,226
1963,Land O'Lakes,232.3,227
1963,Aeroquip-Vickers,232.1,228
1963,Cannon Mills,231.3,229
1963,National Gypsum,230.8,230
1963,Ingersoll-Rand,228.8,231
1963,Curtiss-Wright,228.7,232
1963,CF&I Steel,227.2,233
1963,Wheeling Pittsburgh,225,234
1963,General Precision Equipment,222.9,235
1963,Grinnell,219.9,236
1963,Cone Mills,219.8,237
1963,Budd,217.2,238
1963,Emerson Electric,217,239
1963,ACF,214.3,240
1963,Eli Lilly,213.3,241
1963,Cerro,210.9,242
1963,Avon Products,210.8,243
1963,Campbell Taggart,208.7,244
1963,Collins Radio,207.8,245
1963,Garrett,206.5,246
1963,Clark Equipment,206.3,247
1963,McLouth Steel,203.4,248
1963,Farmland,203.2,249
1963,Magnavox,201.9,250
1963,Norton,200.8,251
1963,Sunshine Biscuits,199.9,252
1963,Bristol-Myers Squibb,198.8,253
1963,Westinghouse Air Brake,197.7,254
1963,Springs,197.6,255
1963,Stokely-Van Camp,197,256
1963,Agway,196.3,257
1963,Abex,194.5,258
1963,PepsiCo,191.6,259
1963,Lear Siegler,190.8,260
1963,Crown Holdings,190.2,261
1963,Kelsey-Hayes,189.8,262
1963,Philadelphia & Reading,189,263
1963,Studebaker-Worthington,186.7,264
1963,Jos. Schlitz Brewing,184.4,265
1963,Tecumseh Products,184.3,266
1963,GK Technologies,183.5,267
1963,Admiral,183.2,268
1963,Hershey,183,269
1963,Parke Davis,181.7,270
1963,US Pharmaceuticals,180.2,271
1963,Blaw-Knox,179.4,272
1963,GAF,179.4,273
1963,Hooker Chemical,177.4,274
1963,Ethyl,177,275
1963,OfficeMax,175.1,276
1963,AM International,173.9,277
1963,Staley Continental,173.8,278
1963,Dan River,173.5,279
1963,Pharmacia,173.2,280
1963,WestPoint Stevens,172.8,281
1963,R.H. Donnelley,172.2,282
1963,Continental Motors,172,283
1963,Foster Wheeler,171,284
1963,Cluett Peabody,169.3,285
1963,Fairmont Foods,169.2,286
1963,General Host,167.7,287
1963,Cummins,167.3,288
1963,Midland-Ross,166.3,289
1963,Kerr-McGee,166,290
1963,North American Philips,165.9,291
1963,Revlon,164.9,292
1963,Scovill,164.4,293
1963,Anaconda Wire & Cable,164.3,294
1963,Ex-Cell-O,163.3,295
1963,Bemis,162.8,296
1963,Richardson-Vicks,161.9,297
1963,Sunbeam/Oster,161.4,298
1963,Squibb,159.8,299
1963,Maxus Energy,158.7,300
1963,Link-Belt,157.8,301
1963,American Bakeries,157.3,302
1963,McGraw-Hill,157,303
1963,Kayser-Roth,154.3,304
1963,Federal-Mogul,154,305
1963,Castle & Cooke,153.1,306
1963,ESB,152.8,307
1963,Gerber Products,152.6,308
1963,Eastern Gas & Fuel Associates,151.9,309
1963,Certainteed,151.9,310
1963,Outboard Marine,151.9,311
1963,Indian Head,151.6,312
1963,Chemetron,151.5,313
1963,Rohr,151,314
1963,Coltec,150.8,315
1963,Carborundum,150.3,316
1963,Anchor Hocking,150.3,317
1963,Interstate Brands,149.9,318
1963,Standard Packaging,149.7,319
1963,Hearst Consolidated Publications,149.5,320
1963,Curtis Publishing,149.3,321
1963,Imcera Group,149,322
1963,Bell & Howell,147.7,323
1963,Trans Union,147.3,324
1963,Frito-Lay,146.6,325
1963,Engelhard,144.9,326
1963,Pittsburgh Steel,144.7,327
1963,Interlake,144.6,328
1963,Abbott Laboratories,144.1,329
1963,Times Mirror,143.9,330
1963,National Sugar Refining,143.3,331
1963,ITT,142,332
1963,Yale & Towne Manufacturing,140.9,333
1963,Thomas J. Lipton,139.5,334
1963,Inmont,139.5,335
1963,Schenley,138.5,336
1963,Superior Oil,138.4,337
1963,Akzona,137.5,338
1963,Paccar,137.5,339
1963,Packaging of America,137.4,340
1963,Rockwell Manufacturing,136.8,341
1963,Granite City Steel,136.4,342
1963,Cincinnati Milacron,136.4,343
1963,Murphy Oil,136.3,344
1963,Stanley Warner,136.2,345
1963,Sharon Steel,134.8,346
1963,Kendall,134.5,347
1963,Peabody Coal,133.3,348
1963,Allied Mills,131.5,349
1963,Southern States Cooperative,130.6,350
1963,Case,130.5,351
1963,Keebler,129.5,352
1963,Endicott Johnson,129.3,353
1963,Cyclops,129.2,354
1963,Pabst Brewing,128.9,355
1963,American Chain & Cable,127.3,356
1963,Lone Star,126.6,357
1963,Cutler-Hammer,126.5,358
1963,Ideal Basic,126.1,359
1963,Square D,126.1,360
1963,Amsted,125.7,361
1963,Baldwin-Lima-Hamilton,125.3,362
1963,Todd Shipyards,125.2,363
1963,Falstaff Brewing,124.7,364
1963,KVP Sutherland Paper,124.5,365
1963,Keystone Consolidated,124.1,366
1963,Simmons,123.9,367
1963,Colorado Milling & Elevator,122.6,368
1963,National Can,121.8,369
1963,Beaunit,121.4,370
1963,Ruberoid,121,371
1963,Stewart-Warner,120.6,372
1963,Ward Foods,120.5,373
1963,Hammermill Paper,120.2,374
1963,American Bosch Arma,119.6,375
1963,Great Western Sugar,119,376
1963,Stanley Works,118.5,377
1963,New York Times,118,378
1963,U.S. Pipe & Foundry,118,379
1963,Trane,117.5,380
1963,Cowles Communications,117.4,381
1963,Evans Products,117.4,382
1963,Purex,117.3,383
1963,Inland Container,117.2,384
1963,Vulcan Materials,117.1,385
1963,Fibreboard,116.8,386
1963,Kern County Land,116.7,387
1963,Eagle-Picher,116,388
1963,Glen Alden,115,389
1963,U.S.,114.7,390
1963,Bliss (E.W.),114.6,391
1963,Chesebrough-Pond's,114.6,392
1963,Armstrong Rubber,114.4,393
1963,Western Publishing Group,114.1,394
1963,Rheem Manufacturing,114.1,395
1963,Amerada Hess,114,396
1963,Olivetti Underwood,113.8,397
1963,Maremont,112.2,398
1963,I-T-E Imperial,111.7,399
1963,Riegel Paper,111.7,400
1963,International Pipe & Ceramics,111.4,401
1963,Botany,111.3,402
1963,Maytag,111.2,403
1963,Howmet,110.6,404
1963,Di Giorgio,110.5,405
1963,Mohasco,110.3,406
1963,Potlatch,109.2,407
1963,Hewlett-Packard,109.2,408
1963,Reichhold Chemicals,109.1,409
1963,Calumet & Hecia,108.3,410
1963,Mead Johnson,108,411
1963,Delhi-Taylor Oil,107.4,412
1963,Witco,107.1,413
1963,Wyandotte Chemicals,106.8,414
1963,McCall,106.8,415
1963,Consolidated Cigar,106.6,416
1963,Royal McBee,106.3,417
1963,Grolier,106.3,418
1963,Wagner Electric,106.1,419
1963,Spencer Chemical,106,420
1963,Friden,105.2,421
1963,Pennwalt Corp,105.2,422
1963,Xerox,104.5,423
1963,Wrigley,104.3,424
1963,Polaroid,103.7,425
1963,Ekco Products,103.3,426
1963,Safety-Kleen,103.2,427
1963,American Optical,103.1,428
1963,Standard Pressed Steel,103,429
1963,Pepperell Manufacturing,101.9,430
1963,Briggs & Stratton,101.8,431
1963,Hupp,101.7,432
1963,Fairchild Camera & Instrument,101.5,433
1963,Canada Dry,101.4,434
1963,Lukens Steel,101.4,435
1963,Handy & Harman,101.1,436
1963,Cabot,100.9,437
1963,Champion Spark Plug,100.4,438
1963,Air Products & Chemicals,100.1,439
1963,USM,99.7,440
1963,Clevite,99.6,441
1963,Hanna Mining,99.5,442
1963,P.R. Mallory,99.1,443
1963,Alco Products,98.7,444
1963,American Agricultural Chemical,98.6,445
1963,Seaboard,98.5,446
1963,Kellwood,97.8,447
1963,Virginia-Carolina Chemical,97.8,448
1963,Hartmarx,97.8,449
1963,Eastern States Farmers' Exch.,97.6,450
1963,Miehle-Goss-Dexter,97.4,451
1963,Miles Laboratories,97.4,452
1963,Federal Pacific Electric,97.3,453
1963,MacMillan,96.7,454
1963,Lily-Tulip Cup,96.3,455
1963,Universal Match,95.8,456
1963,Houdaille,95.5,457
1963,Arvin,95.3,458
1963,Tennessee,94.9,459
1963,Flavorland,94.7,460
1963,Joy Technologies,93.4,461
1963,Commonwealth Oil Refining,93.4,462
1963,Copperweld,93.2,463
1963,Amphenol,93.1,464
1963,Raybestos-Manhattan,93,465
1963,Woodward Iron,92.9,466
1963,Sundstrand,92.8,467
1963,Federal Paper Board,91.8,468
1963,Detroit Steel,90.2,469
1963,Collins & Aikman,90.2,470
1963,Standard Kollsman,90,471
1963,Cessna Aircraft,89.8,472
1963,Consolidated Papers,89.7,473
1963,Chicago Pneumatic Tool,89.6,474
1963,Gardner-Denver,89.5,475
1963,Gould,89.2,476
1963,Harris,89.1,477
1963,American Biltrite Rubber,88.9,478
1963,Carpenter,88.8,479
1963,Bond Stores,88.6,480
1963,General Steel,88.4,481
1963,Northwestern Steel & Wire,87.7,482
1963,Schering-Plough,87.6,483
1963,Emhart,87.4,484
1963,Joy Global,87.4,485
1963,Fieldcrest Cannon,87.2,486
1963,Riegel Textile,87.1,487
1963,Sprague Electric,87,488
1963,General Instrument,86.5,489
1963,Lehigh Portland Cement,85.8,490
1963,Atlas Chemical,85.5,491
1963,Bibb Manufacturing,85.3,492
1963,Hobart,85,493
1963,Ceco,84.5,494
1963,Robertson-Ceco,84.3,495
1963,Duncan Foods,84.1,496
1963,Pitney Bowes,84.1,497
1963,Ampex,84.1,498
1963,Harbison-Walker Refractories,84.1,499
1963,Interlake Iron,83.3,500
1962,General Motors,11395.9,1
1962,Exxon Mobil,8437.7,2
1962,Ford Motor,6709.4,3
1962,General Electric,4456.8,4
1962,Mobil,3321.2,5
1962,U.S. Steel,3301.7,6
1962,Texaco,3042.3,7
1962,Gulf Oil,2744.8,8
1962,AT&T,2607.3,9
1962,Esmark,2489,10
1962,DuPont,2222.7,11
1962,Chrysler,2127.3,12
1962,General Dynamics,2062.4,13
1962,Chevron,2046.5,14
1962,Bethlehem Steel,2033.9,15
1962,Amoco,2032.6,16
1962,CBS,1913.8,17
1962,Shell Oil,1881.3,18
1962,Boeing,1800.9,19
1962,Kraft,1790.8,20
1962,Armour,1749,21
1962,IBM,1694.3,22
1962,Navistar International,1612.1,23
1962,Union Carbide,1563.4,24
1962,Procter & Gamble,1541.9,25
1962,RCA,1537.9,26
1962,Goodyear Tire & Rubber,1473.4,27
1962,Lockheed Martin,1444.5,28
1962,Rockwell Automation,1262.3,29
1962,General Telephone & Electronics,1226.6,30
1962,Conoco,1220.6,31
1962,Martin Marietta,1213.2,32
1962,Sinclair Oil,1207.3,33
1962,Firestone Tire & Rubber,1182.7,34
1962,Sperry,1177,35
1962,General Foods,1160.2,36
1962,Continental Group,1153.3,37
1962,United Technologies,1094.8,38
1962,American Can,1093.3,39
1962,International Paper,1044.8,40
1962,Borden Chemical,1009.7,41
1962,Eastman Kodak,989.2,42
1962,Citgo Petroleum,985.4,43
1962,Republic Steel,965.9,44
1962,Uniroyal,940.4,45
1962,Monsanto,932.9,46
1962,ITT,930.5,47
1962,ARMCO,888,48
1962,American Motors,875.7,49
1962,Burlington Equity,866,50
1962,Nabisco Group,859.2,51
1962,Alcoa,853.3,52
1962,Dow Chemical,817.5,53
1962,ConocoPhillips,809.8,54
1962,GenCorp,809,55
1962,Douglas Aircraft,791.3,56
1962,Fortune Brands,781.9,57
1962,Sunoco,775.6,58
1962,Bendix,758,59
1962,Goodrich,757.8,60
1962,Honeywell International,746.6,61
1962,Bestfoods,745.8,62
1962,Jones & Laughlin Steel,736.7,63
1962,Caterpillar,734.3,64
1962,Ryerson Tull,724.6,65
1962,Olin,700.7,66
1962,Wilson,697.7,67
1962,National Intergroup,648.4,68
1962,Anaconda,624.3,69
1962,Tidewater Oil,621.4,70
1962,3M,608.2,71
1962,Colgate-Palmolive,604.9,72
1962,American Cyanamid,604,73
1962,PPG,602.7,74
1962,Owens-Illinois,596.4,75
1962,BorgWarner,584.7,76
1962,Singer,582.3,77
1962,Ralston Purina,581,78
1962,AMAX,575.8,79
1962,General Mills,575.5,80
1962,Campbell Soup,572.4,81
1962,St. Regis,565,82
1962,Crown Zellerbach,563.8,83
1962,Raytheon,562.9,84
1962,Atlantic Richfield,557.3,85
1962,NL,555.7,86
1962,Morrell (John),554.7,87
1962,Pure Oil,548.9,88
1962,Youngstown Sheet & Tube,545.8,89
1962,Coca-Cola,536.5,90
1962,Sealed Air,534.7,91
1962,Standard Brands,519.3,92
1962,NCR,518.9,93
1962,AMF,516.5,94
1962,Deere,509.6,95
1962,Allis-Chalmers,502.2,96
1962,Kennecott,501,97
1962,J.P. Stevens,495.4,98
1962,Weyerhaeuser,491.6,99
1962,Nabisco,486.3,100
1962,Reynolds Metals,478.3,101
1962,Beatrice,477.7,102
1962,Sunray DX Oil,474.6,103
1962,Textron,473.1,104
1962,United Merchants & Mfrs.,471.6,105
1962,Asarco,470.8,106
1962,Honeywell,470.2,107
1962,American Standard,468.9,108
1962,Wyeth,468.2,109
1962,Quantum Chemical,447.6,110
1962,Unocal,447.4,111
1962,Whirlpool,436.9,112
1962,Foremost Dairies,435.6,113
1962,Carnation,430.1,114
1962,Continental Baking,429.7,115
1962,Hygrade Food Products,428.5,116
1962,Kaisertech,424,117
1962,Brunswick,422.3,118
1962,BP America,418.6,119
1962,FMC,414.5,120
1962,Kimberly-Clark,410.5,121
1962,Lever Brothers,410.2,122
1962,TRW,409.1,123
1962,Mead,405.5,124
1962,Unisys,399.4,125
1962,Philco,393.6,126
1962,Pillsbury,385,127
1962,Hormel Foods,384.1,128
1962,Hercules,380.2,129
1962,Manville,377.8,130
1962,Amstar,369.7,131
1962,H.J. Heinz,366,132
1962,IPL,358.7,133
1962,Del Monte Foods,358.2,134
1962,Republic Aviation,354.6,135
1962,Marathon,352.1,136
1962,McDonnell Douglas,344.4,137
1962,Altria Group,342.6,138
1962,Pullman,341,139
1962,Quaker Oats,338.9,140
1962,White Motor,334.5,141
1962,Genesco,333.5,142
1962,Scott Paper,333.1,143
1962,Container of America,330.1,144
1962,McGraw-Edison,329.2,145
1962,Cudahy,324.6,146
1962,Norton Simon,324.3,147
1962,Johnson & Johnson,324.2,148
1962,Avco,323.1,149
1962,Crane,319.6,150
1962,Babcock & Wilcox,319.4,151
1962,Merritt-Chapman & Scott,318.2,152
1962,Grumman,316.7,153
1962,Ashland,312.9,154
1962,Pfizer,312.4,155
1962,Phelps Dodge,312.3,156
1962,Anheuser-Busch,309.8,157
1962,Champion Papers,306.8,158
1962,Armstrong Holdings,302.7,159
1962,Pet,301.5,160
1962,Studebaker,298.5,161
1962,Central Soya,298.2,162
1962,Motorola,298.2,163
1962,Brown Shoe,297.9,164
1962,Liggett Group,297.5,165
1962,Furniture Brands International,294.3,166
1962,Signal Companies,293.9,167
1962,Combustion Engineering,288.9,168
1962,Richfield Oil,284.9,169
1962,Lorillard,284.8,170
1962,Celanese,284,171
1962,J.E. Seagram,280.9,172
1962,Kaiser,277.1,173
1962,Sherwin-Williams,276.1,174
1962,Oscar Mayer,273.8,175
1962,Koppers,273.4,176
1962,USG,272.7,177
1962,Kellogg,272.5,178
1962,Libby McNeill & Libby,270,179
1962,Rath Packing,268.4,180
1962,Northrop Grumman,267.5,181
1962,Carrier,266.3,182
1962,Kaiser Steel,266,183
1962,M. Lowenstein,261.5,184
1962,Dart,260.9,185
1962,Champion International,256.1,186
1962,Zenith Electronics,254.6,187
1962,Otis Elevator,253.6,188
1962,Gillette,253.5,189
1962,Westvaco,251.6,190
1962,Newport News Shipbuilding,250.4,191
1962,Litton,250.1,192
1962,GATX,249.3,193
1962,Flintkote,248.8,194
1962,Skelly Oil,245.5,195
1962,H.K. Porter,242.2,196
1962,Consolidation Coal,240.8,197
1962,Timken,240,198
1962,Diamond International,238.5,199
1962,Georgia-Pacific,238.3,200
1962,Allegheny International,238.2,201
1962,Eaton,236.6,202
1962,Dresser,235.7,203
1962,General Precision Equipment,234.6,204
1962,Texas Instruments,233.2,205
1962,CF&I Steel,230.3,206
1962,Corning,229.6,207
